cnpj;tipo;abertura;nome;fantasia;natureza_juridica;logradouro;numero;complemento;cep;bairro;municipio;uf;email;telefone;efr;situacao;data_situacao;motivo_situacao;situacao_especial;data_situacao_especial;capital_social
05.268.526/0021-14;FILIAL;21/06/2021;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;CASA DE CUIDADO DO CEARA;330-1 - Organização Social (OS);AVENIDA ALBERTO CRAVEIRO;2222;SALA 04;60.861-212;BOA VISTA / CASTELAO;FORTALEZA;CE;nivarda@isgh.org.br;(85) 3195-2802 / (85) 9612-7612;;ATIVA;21/06/2021;;;;0.00
05.268.526/0008-47;FILIAL;31/08/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL GERAL DR WALDEMAR ALCANTARA;330-1 - Organização Social (OS);R PERGENTINO MAIA;1559;;60.840-045;MESSEJANA;FORTALEZA;CE;auxiliadora@isgh.org,br;(85) 3216-8332/ (85) 3216-8343;;ATIVA;31/08/2012;;;;0.00
05.268.526/0003-32;FILIAL;26/01/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE PRONTO ATENDIMENTO PRAIA DO FUTURO;330-1 - Organização Social (OS);RUA JULIO SILVA;440;;60.182-435;PRAIA DO FUTURO;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;26/01/2012;;;;0.00
05.268.526/0004-13;FILIAL;26/01/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE PRONTO ATENDIMENTO AUTRAN NUNES;330-1 - Organização Social (OS);AVENIDA FERNANDES TAVORA;S/N;;60.526-642;AUTRAN NUNES;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.00
05.268.526/0005-02;FILIAL;26/01/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE DE PRONTO ATENDIMENTO MESSEJANA;330-1 - Organização Social (OS);RUA MIGUEL GURGEL;S/N;;60.871-790;COACU;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.00
05.268.526/0006-85;FILIAL;26/01/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE DE PRONTO ATENDIMENTO CANINDEZINHO;330-1 - Organização Social (OS);RUA 15;S/N;;60.734-450;PLANALTO VITORIO;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.00
05.268.526/0010-61;FILIAL;17/06/2013;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UPA JOSE WALTER;330-1 - Organização Social (OS);AVENIDA PRESIDENTE COSTA E SILVA;S/N;;60.750-022;JOSE WALTER;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;17/06/2013;;;;0.00
05.268.526/0011-42;FILIAL;08/07/2013;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UPA CONJUNTO CEARA;330-1 - Organização Social (OS);RUA 860;S/N;;60.532-400;CONJUNTO CEARA;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;08/07/2013;;;;0.00
05.268.526/0002-51;FILIAL;19/04/2011;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL DO CARIRI;330-1 - Organização Social (OS);R CATULO DA PAIXAO CEARENSE;S/N;;63.041-162;TRIANGULO;JUAZEIRO DO NORTE;CE;;(85) 3216-8332/ (85) 3216-8334;;ATIVA;19/04/2011;;;;0.00
05.268.526/0020-33;FILIAL;26/05/2021;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL VALE DO JAGUARIBE;330-1 - Organização Social (OS);ROD BR 116 KM 190;S/N;TERREOTERREO;62.930-000;SITIO DANCAS;LIMOEIRO DO NORTE;CE;nivarda@isgh.org.br;(85) 3195-2802/ (85) 3195-2799;;ATIVA;26/05/2021;;;;0.00
05.268.526/0016-57;FILIAL;06/10/2014;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL DO SERTAO CENTRAL;330-1 - Organização Social (OS);ROD CE 060 KM 198;S/N;;63.800-000;ESTRADA DO ALGODAO;QUIXERAMOBIM;CE;;(85) 3195-2802/ (85) 3195-2701;;ATIVA;06/10/2014;;;;0.00
05.268.526/0007-66;FILIAL;31/08/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL REGIONAL NORTE;330-1 - Organização Social (OS);AV JOHN SANFORD;1505;;62.031-305;CIDADE DOUTOR JOSE EUCLIDES FERREIRA GOMES JUNIOR;SOBRAL;CE;nivarda@isgh.org.br;(85) 3195-2802/ (85) 9612-7612;;ATIVA;31/08/2012;;;;0.00
28.481.233/0001-72;MATRIZ;18/08/2017;INSTITUTO DE GESTAO ESTRATEGICA DE SAUDE DO DISTRITO FEDERAL - IGESDF;IGESDF;307-7 - Serviço Social Autônomo;SETOR SMHS AREA ESPECIAL;S/N;QUADRA101;70.335-900;ASA SUL;BRASILIA;DF;;(61) 3550-8900;;ATIVA;18/08/2017;;;;0.00
10.942.995/0001-63;MATRIZ;23/06/2009;INSTITUTO DO CANCER INFANTIL E PEDIATRIA ESPECIALIZADA - ICIPE;ICIPE;399-9 - Associação Privada;Q SHS QUADRA 6 CONJUNTO A BLOCO A;SN;SALA 501;70.316-102;ASA SUL;BRASILIA;DF;presidencia@icipe.org.br;(61) 3025-8700;;ATIVA;23/06/2009;;;;0.00
36.901.264/0001-63;MATRIZ;03/03/2020;FUNDACAO ESTADUAL DE INOVACAO EM SAUDE - INOVA CAPIXABA;;126-0 - Fundação Pública de Direito Privado Estadual ou do Distrito Federal;R CASTELO BRANCO;1970;;29.100-590;OLARIA;VILA VELHA;ES;inovacapixaba@inovacapixaba.es.gov.br;(27) 3347-5648;ES;ATIVA;03/03/2020;;;;0.00
28.127.926/0001-61;MATRIZ;05/08/1966;ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES;HOSPITAL EVANGELICO DE VILA VELHA;399-9 - Associação Privada;R VENUS;SN;;29.118-060;ALECRIM;VILA VELHA;ES;;(027) 2121-3777;;ATIVA;21/07/1998;;;;0.00
03.254.082/0003-50;FILIAL;13/12/2010;INSTITUTO ACQUA - ACAO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL;INSTITUTO ACQUA;399-9 - Associação Privada;AVENIDA LINO JARDIM;905;FUNDOS;09.041-031;VILA BASTOS;SANTO ANDRE;SP;documentacao@institutoacqua.org.br;(11) 4823-1800 / (11) 4828-2159;;ATIVA;13/12/2010;;;;0.00
07.776.237/0001-08;MATRIZ;23/12/2005;FUNDACAO UNIVERSITARIA EVANGELICA;FUNEV;306-9 - Fundação Privada;AVENIDA BRASIL;3.700;;75.083-440;CIDADE UNIVERSITARIA;ANAPOLIS;GO;funev@funev.org.br;(62) 3318-2682 / (62) 3318-1120;;ATIVA;23/12/2005;;;;0.00
11.858.570/0004-86;FILIAL;29/04/2014;INSTITUTO DE GESTAO E HUMANIZACAO IGH;INSTITUTO DE GESTAO E HUMANIZACAO IHG;399-9 - Associação Privada;RUA X 16;SN;QUADRA212 LOTE 02 SALA 75;74.922-800;SITIOS SANTA LUZIA;APARECIDA DE GOIANIA;GO;vanimeire.leal@igh.org.br;(62) 3283-1269;;ATIVA;29/04/2014;;;;0.00
02.812.043/0012-50;FILIAL;04/09/2014;ASSOCIACAO BRASILEIRA DE ESPERANCA E VIDA - ABEVIDA;CRESM - PROF. JAMIL ISSY;399-9 - Associação Privada;AV TANNER DE MELO;0;QUADRAGLEBA 02 LOTE PARTE 02;74.993-551;FAZENDA SANTO ANTONIO;APARECIDA DE GOIANIA;GO;secretariageral@cresm-go.org.br;(62) 3952-5528;;ATIVA;04/09/2014;;;;0.00
07.966.540/0001-73;MATRIZ;28/03/2006;INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E HUMANO;IDTECH;399-9 - Associação Privada;R 01;60;QD. B-1, LT. 03/05 - TERREO;74.115-040;SETOR OESTE;GOIANIA;GO;contato@idtech.org.br;(62) 3209-9700;;ATIVA;28/03/2006;;;;0.00
12.053.184/0001-37;MATRIZ;26/04/2010;INSTITUTO CEM;INSTITUTO CEM;399-9 - Associação Privada;AVENIDA DEPUTADO JAMEL CECILIO;2496;QUADRAB22 LOTE 4E SALA 26-A EDIF COND NEW BUSINESS ST;74.810-100;JARDIM GOIAS;GOIANIA;GO;contato@institutocem.org.br;(62) 3157-0732 / (92) 3954-4083;;ATIVA;26/04/2010;;;;0.00
12.053.184/0003-07;FILIAL;09/05/2018;INSTITUTO CEM;INSTITUTO CEM;399-9 - Associação Privada;AVENIDA ULISSES GUIMARAES;2;;76.383-637;JARDIM ESPERANCA;GOIANESIA;GO;contato@institutocem.org.br;(62) 3157-0732;;ATIVA;09/05/2018;;;;0.00
05.029.600/0002-87;MATRIZ;02/09/2008;ASSOCIACAO DE GESTAO, INOVACAO E RESULTADOS EM SAUDE;AGIR;399-9 - Associação Privada;AV OLINDA;960;EDIF LOZANDES CORP.DESIGNANDAR VIGESIMO BLOCO BUSINESS;74.884-120;PARK LOZANDES;GOIANIA;GO;diego.silva@agirsaude.org.br;(62) 3995-5405/ (62) 3995-5410;;ATIVA;02/09/2008;;;;0.00
07.966.540/0004-16;FILIAL;17/08/2016;INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E HUMANO;HOSPITAL ESTADUAL DR. ALBERTO RASSI (HGG);399-9 - Associação Privada;AV ANHANGUERA;6479;QUADRA40 LOTE AREA;74.110-010;SET OESTE;GOIANIA;GO;contato@idtech.org.br;(62) 3209-9700;;ATIVA;17/08/2016;;;;0.00
11.858.570/0005-67;FILIAL;01/09/2014;INSTITUTO DE GESTAO E HUMANIZACAO IGH;IGH;399-9 - Associação Privada;AVENIDA PERIMETRAL;S/N;QUADRA37 LOTE 74;74.530-026;SETOR COIMBRA;GOIANIA;GO;;(62) 3201-6924;;ATIVA;01/09/2014;;;;0.00
11.858.570/0002-14;FILIAL;03/09/2012;INSTITUTO DE GESTAO E HUMANIZACAO IGH;INSTITUTO DE GESTAO E HUMANIZACAO IGH;399-9 - Associação Privada;AVENIDA PERIMETRAL;S/N;QUADRA37 LOTE 74 SALA 101;74.530-020;SETOR COIMBRA;GOIANIA;GO;;(62) 3942-5560;;ATIVA;03/09/2012;;;;0.00
05.029.600/0004-49;FILIAL;30/07/2014;ASSOCIACAO DE GESTAO, INOVACAO E RESULTADOS EM SAUDE;HDS;399-9 - Associação Privada;RODOVIA GO 403;SN;KM 8;74.735-600;COLONIA SANTA MARTA;GOIANIA;GO;jorgenunes@crer.org.br;(62) 3201-6400 / (62) 3201-6401 / (62) 3201-6408;;ATIVA;30/07/2014;;;;0.00
05.029.600/0003-68;FILIAL;30/07/2014;ASSOCIACAO DE GESTAO, INOVACAO E RESULTADOS EM SAUDE;HUGOL;399-9 - Associação Privada;AV ANHANGUERA;14527;;74.463-350;SETOR SANTOS DUMONT;GOIANIA;GO;jorgenunes@agirgo.org.br;(62) 3995-5455/ (62) 3995-5410;;ATIVA;30/07/2014;;;;0.00
21.236.845/0001-50;MATRIZ;27/08/2014;INSTITUTO GENNESIS GESTAO EM SAUDE, EDUCACAO E TECNOLOGIA;INSTITUTO GENNESIS;399-9 - Associação Privada;RUA 9;481;QUADRA25 LOTE 53 SALA 303;74.013-040;SET CENTRAL;GOIANIA;GO;matriz@institutogennesis.org.br;(62) 3249-6267 / (62) 3249-6267;;ATIVA;27/08/2014;;;;0.00
02.918.347/0001-43;MATRIZ;04/01/1999;FUNDACAO DE APOIO EM GESTAO DE SERVICOS E PROJETOS EM SAUDE DA UNIVERSIDADE FEDERAL DE GOIAS - FAGEP/UFG;FAGEP;306-9 - Fundação Privada;PRIMEIRA AVENIDA;545;;74.605-020;LESTE UNIVERSITARIO;GOIANIA;GO;kelson@fundahc.com.br;(62) 3202-0450/ (62) 9239-6625;;ATIVA;27/08/2005;;;;0.00
37.678.845/0001-40;MATRIZ;03/07/2020;INSTITUTO PATRIS;INSTITUTO PATRIS;399-9 - Associação Privada;AVENIDA CIDADE DO MEXICO;424;SALA 03;78.060-598;JARDIM DAS AMERICAS;CUIABA;MT;expediente@audifor.com.br;(65) 3028-6055;;ATIVA;03/07/2020;;;;0.00
18.176.322/0002-32;FILIAL;02/03/2021;INSTITUTO DE PLANEJAMENTO E GESTAO DE SERVICOS ESPECIALIZADOS - IPGSE;IPGSE - SANTA HELENA DE GOIAS;399-9 - Associação Privada;RUA RUA MANUEL DOS SANTOS;168;QUADRAN LOTE 12;75.920-000;PEDROLINA;SANTA HELENA DE GOIAS;GO;contato@ipgse.org.br;(64) 3050-3275;;ATIVA;02/03/2021;;;;0.00
19.324.171/0004-47;FILIAL;28/02/2018;IMED - INSTITUTO DE MEDICINA, ESTUDOS E DESENVOLVIMENTO;IMED - INSTITUTO DE MEDICINA, ESTUDOS E DESENVOLVIMENTO;399-9 - Associação Privada;R 3;281;QUADRA4 LOTE 10;75.390-334;JARDIM PRIMAVERA;TRINDADE;GO;financeiro@imed.org.br;(11) 3141-1128/ (11) 3148-1664;;ATIVA;28/02/2018;;;;0.00
05.997.585/0001-80;MATRIZ;21/11/2003;INSTITUTO VIDA E SAUDE - INVISA;INVISA;399-9 - Associação Privada;RUA HERMETE SILVA;49;;28.470-000;CENTRO;SANTO ANTONIO DE PADUA;RJ;contato@invisa.org.br;(22) 3851-2901 / (22) 3851-2901;;ATIVA;21/11/2003;;;;0.00
03.254.082/0001-99;MATRIZ;28/06/1999;INSTITUTO ACQUA - ACAO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL;INSTITUTO ACQUA;399-9 - Associação Privada;AV LINO JARDIM;905;;09.041-031;VILA BASTOS;SANTO ANDRE;SP;documentacao@institutoacqua.org.br;(11) 4823-1800;;ATIVA;28/06/1999;;;;0.00
04.547.278/0001-34;MATRIZ;29/06/2001;ASSOCIACAO BRASILEIRA DE ENTIDADES DE ASSISTENCIA SOCIAL;ABEAS;399-9 - Associação Privada;RUA S 5;854;QUADRAS-19 LOTE 5 SALA 8;74.823-460;SETOR BELA VISTA;GOIANIA;GO;abeas@abeas.org.br;(62) 3434-6101 / (11) 3825-5079;;ATIVA;28/08/2004;;;;0.00
18.963.002/0001-41;MATRIZ;19/09/2013;INSTITUTO SOCIAL MAIS SAUDE;ISMS;399-9 - Associação Privada;RUA ALVORADA;1289;CONJ 1501;04.550-004;VILA OLIMPIA;SAO PAULO;SP;nf@renovoconsultoria.com.br;(11) 3842-1501;;ATIVA;19/09/2013;;;;0.00
03.254.082/0009-46;FILIAL;17/07/2019;INSTITUTO ACQUA - ACAO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL;HOSPITAL REGIONAL DR. JOSE SIMONE NETO;399-9 - Associação Privada;RUA BALTAZAR SALDANHA;1531;;79.904-602;CENTRO;PONTA PORA;MS;carmem@razaors.com.br;(11) 4823-1800;;ATIVA;17/07/2019;;;;0.00
03.254.082/0023-02;FILIAL;18/04/2022;INSTITUTO ACQUA - ACAO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL;HOSPITAL REGIONAL COSTA LESTE MAGID THOME;399-9 - Associação Privada;ANEL VIARIO ENGENHEIRO SAMIR THOME;S/N;;79.648-000;DISTRITO INDUSTRIAL VARGINHA;TRES LAGOAS;MS;documentacao@institutoacqua.org.br;(11) 4823-1800 / (11) 4825-2008;;ATIVA;18/04/2022;;;;0.00
23.453.830/0004-12;FILIAL;19/08/2010;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH;HOSPITAL REGIONAL DO MARAJO;399-9 - Associação Privada;AVENIDA RIO BRANCO;S/N;;68.800-000;CENTRO;BREVES;PA;fiscal.hrm@indsh.org.br;(91) 3783-2818 / (31) 3660-3700 / (31) 3660-3735;;ATIVA;19/08/2010;;;;0.00
18.963.002/0010-32;FILIAL;17/06/2021;INSTITUTO SOCIAL MAIS SAUDE;HOSPITAL GERAL PUBLICO CASTELO DOS SONHOS;399-9 - Associação Privada;AVENIDA JOSE LUIS TREVISAN;S/N;ROD BR 163 KM 157 PA;68.379-200;CASTELO DE SONHOS;ALTAMIRA;PA;nfe@ismsaude.org.br;(11) 3842-1501;;ATIVA;17/06/2021;;;;0.00
03.254.082/0024-85;FILIAL;11/01/2023;INSTITUTO ACQUA - ACAO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL;HOSPITAL REGIONAL PUBLICO DA TRANSAMAZONICA;399-9 - Associação Privada;AV BRIGADEIRO EDUARDO GOMES;S/N;;68.371-970;SAO SEBASTIAO;ALTAMIRA;PA;documentacao@institutoacqua.org.br;(11) 4823-1800;;ATIVA;11/01/2023;;;;0.00
22.176.345/0007-29;FILIAL;06/01/2023;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;HOSPITAL MATERNO INFANTIL DE BARCARENA DRA ANNA TURAN;330-1 - Organização Social (OS);AVENIDA JOSE PINHEIRO RODRIGUES;258;;68.445-000;CENTRO;BARCARENA;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;BAIXADA;06/05/2025;EXTINÇÃO POR ENCERRAMENTO LIQUIDAÇÃO VOLUNTÁRIA;;;0.00
22.176.345/0003-03;FILIAL;11/12/2019;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;POLICLINICA POLI METROPOLITANA;330-1 - Organização Social (OS);TRAVESSA DOUTOR FREITAS;S/N;;66.095-112;MARCO;BELEM;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;11/12/2019;;;;0.00
22.176.345/0005-67;FILIAL;01/11/2021;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;HOSPITAL PUBLICO ESTADUAL GALILEU;330-1 - Organização Social (OS);RODOVIA MARIO COVAS;2553;;66.652-000;UNA;BELEM;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;01/11/2021;;;;0.00
23.453.830/0015-75;FILIAL;26/08/2015;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH;HOSPITAL JEAN BITAR;399-9 - Associação Privada;RUA CONEGO JERONIMO PIMENTEL;543;;66.055-000;UMARIZAL;BELEM;PA;fiscal.hjb@indsh.org.br;(11) 3672-5136 / (11) 2853-9893 / (11) 3672-5207;;ATIVA;26/08/2015;;;;0.00
23.453.830/0023-85;FILIAL;04/06/2021;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH;HOSPITAL PUBLICO REGIONAL DOS CAETES;399-9 - Associação Privada;AV BARAO DE CAPANEMA;3191;;68.700-005;CENTRO;CAPANEMA;PA;fiscal.hrpc@indsh.org.br;(91) 3462-3051;;ATIVA;04/06/2021;;;;0.00
09.055.340/0003-56;FILIAL;23/02/2021;ASSOCIACAO DE SAUDE, ESPORTE, LAZER E CULTURA - ASELC;HOSPITAL REGIONAL PUBLICO DE CASTANHAL;399-9 - Associação Privada;AV DOS UNIVERSITARIOS;3035;;68.746-360;JADERLANDIA;CASTANHAL;PA;financeiro.hrpc@aselc.org.br;(91) 2121-3695;;ATIVA;23/02/2021;;;;0.00
44.563.716/0027-01;FILIAL;02/02/2023;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;HOSPITAL GERAL DE IPIXUNA - HGI;399-9 - Associação Privada;RUA JOSE BONIFACIO;S/N;;68.637-000;CENTRO;IPIXUNA DO PARA;PA;contato@insaude.org.br;(11) 3876-6787;;ATIVA;02/02/2023;;;;0.00
18.963.002/0009-07;FILIAL;10/05/2021;INSTITUTO SOCIAL MAIS SAUDE;HOSPITAL REGIONAL PUBLICO DO TAPAJOS;399-9 - Associação Privada;AVENIDA MARECHAL RONDON;S/N;;68.180-610;LIBERDADE;ITAITUBA;PA;nfe@institutomaissaude.org.br;(11) 4367-3240;;ATIVA;10/05/2021;;;;0.00
22.176.345/0009-90;FILIAL;03/05/2023;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;;330-1 - Organização Social (OS);RODOVIA PA 150;SN;KM 07;68.506-670;CIDADE NOVA;MARABA;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;03/05/2023;;;;0.00
10.946.361/0012-31;FILIAL;29/03/2022;INSTITUTO DIRETRIZES;HOSPITAL REGIONAL PUBLICO DE PARAGOMINAS;399-9 - Associação Privada;R ADELAIDE BERNADETE;S/N;;68.627-454;NOVA CONQUISTA;PARAGOMINAS;PA;cadastro@somateccontabilidade.com.br;(11) 3565-3241/ (11) 4227-5078;;ATIVA;29/03/2022;;;;0.00
09.055.340/0002-75;FILIAL;09/01/2019;ASSOCIACAO DE SAUDE, ESPORTE, LAZER E CULTURA - ASELC;HOSPITAL REGIONAL PUBLICO DO ARAGUAIA - HRPA;399-9 - Associação Privada;AV BRASIL;4244;;68.552-735;PARK DOS BURITIS;REDENCAO;PA;financeiro.hrpa@aselc.org.br;(94) 3424-9500;;ATIVA;09/01/2019;;;;0.00
09.055.340/0001-94;MATRIZ;04/09/2007;ASSOCIACAO DE SAUDE, ESPORTE, LAZER E CULTURA - ASELC;ASELC;399-9 - Associação Privada;RUA DOS MUNDURUCUS;3100;SALA 2801 2802 2803;66.040-033;CREMACAO;BELEM;PA;administrativo@aselc.org.br;(91) 2121-3695;;ATIVA;04/09/2007;;;;0.00
18.963.002/0012-02;FILIAL;21/12/2022;INSTITUTO SOCIAL MAIS SAUDE;HOSPITAL REGIONAL DO BAIXO AMAZONAS (HRBA);399-9 - Associação Privada;AVENIDA SERGIO HENN;1100;;68.025-000;DIAMANTINO;SANTAREM;PA;nfe@renovoauditoria.com.br;(11) 3842-1501;;ATIVA;21/12/2022;;;;0.00
10.946.361/0008-55;FILIAL;02/07/2020;INSTITUTO DIRETRIZES;HOSPITAL REGIONAL DE TUCURUI;399-9 - Associação Privada;AVENIDA AMAZONIDAS;SN;;68.455-664;VILA PERMANENTE;TUCURUI;PA;cadastro@somateccontabilidade.com.br;(11) 3565-3241 / (11) 3565-3242 / (11) 4227-7600;;ATIVA;02/07/2020;;;;0.00
22.176.345/0006-48;FILIAL;30/05/2022;ISSAA-INSTITUTO DE SAUDE SOCIAL E AMBIENTAL DA AMAZONIA;;330-1 - Organização Social (OS);RUA RAIMUNDO VERIDIANO CARDOSO;1008;;68.456-760;BELA VISTA;TUCURUI;PA;nf-issaa@issaa.org.br;(91) 9123-1576;;ATIVA;30/05/2022;;;;0.00
10.583.920/0001-33;MATRIZ;15/01/1968;HOSPITAL DO TRICENTENARIO;;399-9 - Associação Privada;R FARIAS NEVES SOBRINHO;232;;53.120-420;BAIRRO NOVO;OLINDA;PE;fiscal@htri.org.br;(81) 3429-2622;;ATIVA;24/09/2005;;;;0.00
10.894.988/0001-33;MATRIZ;11/07/1967;SOCIEDADE PERNAMBUCANA DE COMBATE AO CANCER;HOSPITAL DE CANCER DE PERNAMBUCO;399-9 - Associação Privada;AV CRUZ CABUGA;1597;;50.040-000;SANTO AMARO;RECIFE;PE;;;;ATIVA;03/11/2005;;;;0.00
09.039.744/0001-94;MATRIZ;12/02/1985;FUNDACAO GESTAO HOSPITALAR MARTINIANO FERNANDES - FGH;FGH;306-9 - Fundação Privada;R DOS COELHOS;450;;50.070-615;BOA VISTA;RECIFE;PE;;;;ATIVA;24/09/2005;;;;0.00
09.767.633/0003-66;FILIAL;21/12/2011;FUNDACAO MANOEL DA SILVA ALMEIDA;HOSPITAL ERMIRIO COUTINHO;306-9 - Fundação Privada;TRAVESSA BANCARIO LEOPOLDINO VIEIRA DE MELO;S/N;;55.800-000;CENTRO;NAZARE DA MATA;PE;;(81) 8612-6525;;ATIVA;21/12/2011;;;;0.00
10.739.225/0018-66;FILIAL;10/02/2020;INSTITUTO SOCIAL DAS MEDIANEIRAS DA PAZ;HOSPITAL REGIONAL FERNANDO BEZERRA;399-9 - Associação Privada;R TEOBALDO GOMES TORRES;510;;56.200-000;CENTRO;OURICURI;PE;;(87) 3873-1192;;ATIVA;10/02/2020;;;;0.00
11.754.025/0001-05;MATRIZ;02/04/1968;ASSOC DE PROT A MATERNIDADE E A INFANCIA DE SURUBIM;HOSPITAL SAO LUIZ;399-9 - Associação Privada;RUA MARIA BARBOSA;S N;;55.750-000;;SURUBIM;PE;;;;ATIVA;24/09/2005;;;;0.00
14.284.483/0001-08;MATRIZ;01/11/1976;ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA UBAIRA;S3 GESTAO EM SAUDE;399-9 - Associação Privada;R ANTONIO TEIXEIRA DELLA CELLA;SN;;45.310-000;CENTRO;UBAIRA;BA;contato@s3saude.com.br;(75) 3544-2651;;ATIVA;24/09/2005;;;;0.00
73.027.690/0001-46;MATRIZ;22/08/1967;SANTA CASA DE MISERICORDIA DE CHAVANTES;SANTA CASA DE CHAVANTES;399-9 - Associação Privada;R MARIA FERREIRA;22;;18.970-029;CENTRO;CHAVANTES;SP;;;;ATIVA;12/03/2004;;;;0.00
14.702.257/0001-08;MATRIZ;07/11/2011;INSTITUTO SAUDE E CIDADANIA - ISAC;ISAC;399-9 - Associação Privada;SETOR SCS QD 09 BL C TORRE C ED. PARQUE CIDADE CORPORATE PARTE V-1;S/N;SALA 1001;70.308-200;ASA SUL;BRASILIA;DF;josinaldo@contecdf.com.br;(61) 3021-2976 / (61) 3022-2975;;ATIVA;07/11/2011;;;;0.00
07.995.466/0001-13;MATRIZ;27/04/2006;ASSOCIACAO PIAUIENSE DE HABILITACAO, REABILITACAO, READAPTACAO - ASSOCIACAO REABILITAR;ASSOCIACAO REABILITAR;399-9 - Associação Privada;AVENIDA HIGINIO CUNHA;1515;;64.014-220;ILHOTAS;TERESINA;PI;ceir@ceir.org.br;(86) 3198-1500;;ATIVA;27/04/2006;;;;0.00
24.039.073/0001-55;MATRIZ;28/12/2015;FUNDACAO ESTATAL DE ATENCAO EM SAUDE DO ESTADO DO PARANA - FUNEAS-PARANA;FUNEAS-PARANA;126-0 - Fundação Pública de Direito Privado Estadual ou do Distrito Federal;R DO ROSARIO;144;ANDAR 10A;80.020-110;SAO FRANCISCO;CURITIBA;PR;financeiro.funeas@funeas.pr.gov.br;(41) 3798-5353/ (41) 3798-2819;PR;ATIVA;28/12/2015;;;;0.00
78.350.188/0001-95;MATRIZ;08/04/1980;FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA;FUNPAR;306-9 - Fundação Privada;R JOAO NEGRAO;280;EDIFICIO PROF OCYRON CUNHA;80.010-200;CENTRO;CURITIBA;PR;;(41) 3360-7400/ (41) 3360-7415;;ATIVA;12/07/2003;;;;0.00
24.006.302/0004-88;MATRIZ;19/01/2018;INSTITUTO DE DESENVOLVIMENTO, ENSINO E ASSISTENCIA A SAUDE - IDEAS;INSTITUTO IDEAS;399-9 - Associação Privada;RUA DEPUTADO JOAQUIM RAMOS;125;;88.715-000;CENTRO;JAGUARUNA;SC;protocolo@ideas.med.br;(48) 3027-6200;;ATIVA;19/01/2018;;;;0.00
33.981.408/0001-40;MATRIZ;17/09/1969;INSTITUTO POSITIVA SOCIAL;;399-9 - Associação Privada;R MARIA EUGENIA;138;;22.261-080;HUMAITA;RIO DE JANEIRO;RJ;contato@positiva.org.br;;;ATIVA;23/10/2004;;;;0.00
