"cnes";"nome_estabelecimento";"lat";"lon"
"9346309";"UNIDADE DE PRONTO ATENDIMENTO JUREMA";NA;NA
"2328070";"HOSPITAL MATERNIDADE PE JOSE BEZERRA FILHO";NA;NA
"2498847";"UNIDADE DE SAUDE DA FAMILIA DE CHORO";"-4.8434235";"-39.1391991"
"2565064";"UNIDADE DE SAUDE DE BARBADA";NA;NA
"2565072";"UNIDADE DE SAUDE DA FAMILIA DE MONTE CASTELO";NA;NA
"2565080";"UNIDADE DE SAUDE DA FAMILIA DE MARAVILHA";"-26.7605626";"-53.1750053"
"2565099";"UNIDADE DE SAUDE DA FAMILIA MIGUEL FREDERICO DE AGUIAR";NA;NA
"7079109";"UNIDADE DE SAUDE DE SAO JOSE";"-4.8532119";"-39.1335558"
"2481073";"HOSPITAL SÃO LUCAS";"-16.6756453";"-49.2640835"
"7410042";"UPA DR OLAVO CAVALCANTE CARDOSO";"-5.1687276";"-40.6663926"
"2327708";"UNIDADE BÁSICA DE SAÚDE DE BARRA DO SOTERO";"-4.3384545";"-40.9454517"
"2327716";"POSTO DE SAÚDE DE SÃO FRANCISCO";"-19.1300631";"-40.5331881"
"2327724";"UNIDADE BÁSICA DE SAÚDE DA SEDE";NA;NA
"2327732";"UNIDADE BÁSICA DE SAÚDE DE SANTA TEREZA";"-29.165963";"-51.7355778"
"2327740";"UNIDADE BÁSICA DE SAÚDE DE BETÂNIA";NA;NA
"2327759";"UNIDADE BÁSICA DE SAÚDE DE SÃO ROQUE";"-23.5298156";"-47.1374002"
"2561352";"HOSPITAL MUNICIPAL MONSENHOR ANTONINO";"-4.4151213";"-40.9042025"
"6342507";"UNIDADE BÁSICA DE SAÚDE LAGOA DA CRUZ";NA;NA
"6676154";"SECRETARIA MUNICIPAL DE SAÚDE";NA;NA
"6682731";"CENTRO DE ESPECIALIDADES DE CROATÁ";NA;NA
"6836216";"UNIDADE BÁSICA DE SAÚDE DE REPARTIÇÃO";"-4.3729744";"-40.7817252"
"6877443";"LABORATÓRIO DE PRÓTESE DENTÁRIA";NA;NA
"6905412";"UNIDADE BÁSICA DE SAÚDE DE VISTA ALEGRE";NA;NA
"7807422";"CENTRAL DE ABASTECIMENTO FARMACÊUTICO";NA;NA
"9456333";"CENTRO DE ATENÇÃO PSICOSSOCIAL";NA;NA
"2611295";"HOSPITAL MUNICIPAL DR AMADEU SÁ";"-3.8710352";"-38.4693504"
"7103255";"UPA EUSEBIO";NA;NA
"0245496";"UAPS ZENIRTON PEREIRA DA SILVA";NA;NA
"0257168";"UAPS ACRISIO EUFRASINO PINHO";NA;NA
"0257168";" UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS ACRÍSIO EUFRASINO";"-3.8783395";"-38.5138309"
"0301337";"POLICLÍNICA DR. LUIZ CARLOS FONTENELE";"-3.8241113";"-38.5372023"
"0393029";"POLICLÍNICA DR. JOSÉ ELOY DA COSTA FILHO";"-3.7869607";"-38.5859397"
"0407836";"UAPS CDFAM GILMARIO TEIXEIRA";NA;NA
"2415585";"UAPS VIRGILIO TAVORA";"-3.7055186";"-38.5644687"
"2415593";"UAPS CARLOS RIBEIRO";"-3.7194079";"-38.5469599"
"2415607";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS FERNANDO FAÇANHA";"-3.7246621";"-38.5812395"
"2415607";"UAPS FERNANDO FACANHA";"-3.728687";"-38.5155915"
"2415615";"UAPS DR JOSE IRAGUASSU TEIXEIRA";NA;NA
"2478137";"UAPS JOSE GALBA DE ARAUJO 5";NA;NA
"2478153";"UAPS LINEU JUCA";"-3.7060995";"-38.5900105"
"2480603";"UAPS PAULO DE MELO";NA;NA
"2482088";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS GRACILIANO MUNIZ";"-3.8139825";"-38.5910639"
"2482088";"UAPS GRACILIANO MUNIZ";"-3.8139825";"-38.5910639"
"2482096";"UAPS JOSE PARACAMPOS";"-3.8077051";"-38.5804622"
"2482118";"UAPS JURANDIR PICANCO";NA;NA
"2482126";"UAPS LUIZA TAVORA";NA;NA
"2482134";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS GUARANY MONT' ALVERNE";"-3.7858782";"-38.6206076"
"2482134";"UAPS GUARANY MONTALVERNE";"-3.7858782";"-38.6206076"
"2482142";"UAPS VIVIANE BENEVIDES";"-3.8009983";"-38.5764833"
"2482150";"UAPS ABNER CAVALCANTE BRASIL";"-14.235004";"-51.92528"
"2482150";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS ABNER CAVALCANTE BRASIL";"-3.7327203";"-38.5270134"
"2482169";"UAPS EDMILSON PINHEIRO";NA;NA
"2482177";"UAPS LUCIANO TORRES DE MELO";"-3.7915093";"-38.5767337"
"2482193";"UAPS ABEL PINTO";NA;NA
"2482207";"UAPS LUIS ALBUQUERQUE MENDES";"-3.7784887";"-38.5488382"
"2482215";"UAPS ZELIA CORREIA";"-3.8311465";"-38.5711405"
"2482223";"UAPS DOM LUSTOSA";"-3.7850086";"-38.6272097"
"2482231";"UAPS LUIS COSTA";NA;NA
"2482266";"UAPS DOM ALOISIO LORSCHEIDER";"-3.7952528";"-38.5542571"
"2482282";"UAPS GUTEMBERG BRAUN";NA;NA
"2482290";"UAPS OCELO PINHEIRO";"-3.7710407";"-38.5555072"
"2482304";"UAPS OLIVEIRA POMBO";NA;NA
"2482312";"UAPS PEDRO CELESTINO";NA;NA
"2482320";"UAPS ANTONIO CIRIACO DE HOLANDA NETO";NA;NA
"2482339";"HOSPITAL NOSSA SENHORA DA CONCEIÇÃO";"-30.0160755";"-51.1585645"
"2482347";"UAPS ARGEU HERBSTER";"-3.7933569";"-38.599444"
"2482347";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS ARGEU HEBSTER";"-3.7933569";"-38.599444"
"2482444";"UAPS CESAR CALS 6";NA;NA
"2482452";"UAPS JANIVAL DE ALMEIDA";NA;NA
"2482460";"UAPS GALBA DE ARAUJO 6";"-3.8185039";"-38.4509441"
"2482487";"UAPS EVANDRO AYRES";NA;NA
"2482495";"UAPS JOSE BARROS";"-3.8886564";"-38.509771"
"2482509";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS PEDRO SAMPAIO";"-3.7327203";"-38.5270134"
"2482509";"UAPS PEDRO SAMPAIO";"-3.8445193";"-38.5279161"
"2515261";"UAPS MARIA DE LOURDES";"-3.756339";"-38.614233"
"2516691";"UAPS ROBERTO BRUNO";NA;NA
"2528533";"UAPS JOSE WALTER";"-3.8324922";"-38.5529854"
"2528541";"UAPS MACIEL DE BRITO";"-3.768072";"-38.6051551"
"2528541";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS MARCIEL DE BRITO";"-3.768072";"-38.6051551"
"2528584";"UAPS MIRIAM MOTA";"-19.9345728";"-43.9334474"
"2528657";"UAPS RIGOBERTO ROMERO";"-3.7519305";"-38.4735969"
"2528703";"UAPS BENEDITO ARTHUR DE CARVALHO";"-3.7692448";"-38.4957738"
"2528738";"UAPS FLAVIO MARCILIO";"-3.7233512";"-38.4804113"
"2528754";"UAPS ANASTACIO MAGALHAES";"-3.7416095";"-38.5585005"
"2528762";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS PEREIRA DE ALMEIDA";"-3.7480053";"-38.5669022"
"2528762";"UAPS FRANCISCO PEREIRA DE ALMEIDA";"-3.7480053";"-38.5669022"
"2528770";"UAPS HUMBERTO BEZERRA";"-3.7405424";"-38.5913342"
"2528819";"UAPS FERNANDES TAVORA";NA;NA
"2528827";"UAPS CICERA CARLA ALMEIDA";NA;NA
"2528878";"UAPS MANOEL CARLOS";NA;NA
"2528886";"UAPS TEREZINHA PARENTE";"-3.8271181";"-38.4639183"
"2528894";"UAPS MONTEIRO DE MORAES";NA;NA
"2528908";"UAPS JOAO HIPOLITO";"-3.7883374";"-38.5275393"
"2528932";"UAPS HERMINIA LEITAO";"-3.7312627";"-38.5880314"
"2528940";"UAPS CLODOALDO PINTO";"-3.7306349";"-38.5808078"
"2528959";"UAPS WALDEMAR ALCANTARA";"-3.7739996";"-38.5777786"
"2528967";"UAPS SOBREIRA DE AMORIM";"-3.7647258";"-38.5797294"
"2528975";"UAPS METON DE ALENCAR";"-3.7436498";"-38.5944449"
"2528983";"UAPS SANTA LIDUINA";"-3.7377907";"-38.5490241"
"2528991";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS RECAMONDE CAPELO";"-3.7758122";"-38.5885149"
"2528991";"UAPS RECAMONDE CAPELO";"-3.7758122";"-38.5885149"
"2529009";"UAPS ELIEZER STUDART";"-3.754844";"-38.5957623"
"2529009";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS ELIÉZER STUDART";"-3.754844";"-38.5957623"
"2529033";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS CÉSAR CALS DE OLIVEIRA FILHO 3";"-3.744535";"-38.5849053"
"2529033";"UAPS CESAR CALS FILHO 3";NA;NA
"2529041";"CAPS GERAL SER VI";"-3.8354526";"-38.4917828"
"2529084";"UAPS REBOUCAS MACAMBIRA";"-3.7217204";"-38.5907696"
"2529092";"UAPS CASEMIRO FILHO";NA;NA
"2529106";"UAPS GUIOMAR ARRUDA";"-3.7133042";"-38.5456098"
"2529114";"UAPS FRANCISCO DOMINGOS DA SILVA";"-3.706401";"-38.5743697"
"2529181";"UAPS ANISIO TEIXEIRA";"-3.8590203";"-38.4930176"
"2529203";"UAPS VICENTINA CAMPOS";NA;NA
"2529211";"UAPS HELIO GOES";NA;NA
"2529238";"UAPS MATTOS DOURADO";NA;NA
"2529246";"UAPS LUCIA DE SOUSA BELEM";"-3.835823";"-38.492975"
"2529327";"UAPS PAULO MARCELO";NA;NA
"2529440";"UAPS VALDEVINO DE CARVALHO";"-3.7762086";"-38.5589902"
"2529475";"HOSPITAL DA CRIANÇA DE FORTALEZA DRA LUCIA DE FATIMA RIBEIRO";"-3.7625015";"-38.5748515"
"2561115";"UAPS PIO XII";NA;NA
"2561123";"UAPS ODORICO DE MORAIS";"-3.7219366";"-38.4744805"
"2561158";"UAPS FREI TITO";NA;NA
"2561166";"UAPS CELIO BRASIL GIRAO";"-14.235004";"-51.92528"
"2561204";"UAPS MELO JABORANDI";"-3.8358742";"-38.5242394"
"2561247";"UAPS IRMA HERCILIA";"-3.7559183";"-38.5176311"
"2561263";"CAPS GERAL SER IV";NA;NA
"2645106";"UAPS JOAO MEDEIROS";NA;NA
"2645114";"UAPS TURBAY BARREIRA";"-3.7684486";"-38.5308406"
"2651378";"CAPS GERAL SER III";"-3.74956";"-38.55088"
"2819481";"UAPS ALARICO LEITE";"-3.8118115";"-38.537566"
"3268055";"UAPS IVANA PAES";"-3.7251199";"-38.5695666"
"3394492";"UAPS EDMAR FUJITA";"-3.7929017";"-38.5180281"
"3394506";"UAPS FERNANDO DIOGENES";"-3.7808657";"-38.6018768"
"3394557";"UAPS JOAO ELISIO";NA;NA
"3394557";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS DR. JOÃO ELÍSIO DE HOLANDA";"-3.7327203";"-38.5270134"
"3878562";"CAPS GERAL SER V";"-3.6898931";"-40.3447124"
"3950530";"CAPS AD SER III";NA;NA
"4101197";"UAPS JOAO MACHADO DOS SANTOS";"-3.8397497";"-38.5757662"
"4150643";"UAPS DOUTOR HENRIQUE MOTA NETO";NA;NA
"5065321";"CAPS INFANTIL MARIA ILEUDA VERCOSA";"-3.794561";"-38.495775"
"5075114";"CAPS GERAL SER I";"-3.6898931";"-40.3447124"
"5098971";"UAPS GEORGE BENEVIDES";"-3.736857";"-38.598569"
"5098971";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS GEORGE BENEVIDES";"-3.736857";"-38.598569"
"5128439";"UAPS 4 VARAS";NA;NA
"5162270";"CAPS AD SER II";"-3.7252647";"-38.5178703"
"5162289";"CAPS AD SER IV";"-3.7947539";"-38.5542456"
"5162300";"CAPS AD SER VII";NA;NA
"5162327";"CAPS GERAL SER II";NA;NA
"5174368";"CAPS AD SER V";NA;NA
"5331757";"CAPS INFANTIL ESTUDANTE NOGUEIRA JUCA SER III";NA;NA
"5974976";"UAPS WALDO PESSOA";NA;NA
"6017274";"UAPS JOSE DILSON VASCONCELOS MENEZES";NA;NA
"6446256";"UAPS PARQUE SAO JOSE";NA;NA
"6446256";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS PARQUE SÃO JOSÉ";"-3.7987974";"-38.5892689"
"7429398";"UPA JANGURUSSU";"-3.8474819";"-38.5151273"
"7434308";"UPA CRISTO RENDENTOR";"-3.7088025";"-38.5683925"
"7514948";"UPA ITAPERI";NA;NA
"7517998";"UAPS SITIO SAO JOAO";NA;NA
"7614578";"UAPS GOTHARDO PEIXOTO";NA;NA
"7904339";"UAPS FRANCISCO MONTEIRO";NA;NA
"7904339";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS FRANCISCO MONTEIRO DE MORAES (CHICO PASSEATA)";"-3.7327203";"-38.5270134"
"7904886";"UAPS EDILMAR NOROES";NA;NA
"7904908";"UAPS GRASIELA BARROSO";"-3.8625799";"-38.5067385"
"7905351";"UAPS LUIS FRANKLIN";NA;NA
"7905378";"UAPS POMPEU VASCONCELOS";"-3.8251536";"-38.5153493"
"7907281";"UAPS RONALDO DE ALBUQUERQUE RIBEIRO";"-3.7678142";"-38.5967195"
"7918445";"UAPS MARCUS AURELIO";NA;NA
"7918445";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS MARCUS AURÉLIO RABELO LIMA VERDE";"-3.7327203";"-38.5270134"
"7919417";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS OSMAR VIANA";"-3.8562189";"-38.5150261"
"7919417";"UAPS OSMAR VIANA";"-3.8562189";"-38.5150261"
"7942451";"UAPS OTONI CARDOSO";NA;NA
"7980310";"UPA VILA VELHA";"-3.7169314";"-38.6017678"
"7985274";"UAPS AIRTON MONTE";"-3.7136163";"-38.5779166"
"7985274";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS DR AIRTON MONTE";"-3.713621";"-38.5777972"
"7993218";"UPA BOM JARDIM";"-3.7910194";"-38.6247272"
"9000879";"UAPS SANDRA NOGUEIRA";NA;NA
"9006052";"UAPS PONTES NETO";"-3.7701153";"-38.610757"
"9016368";"UAPS JOAO PESSOA";"-7.1188352";"-34.8814339"
"9016368";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS DR. JOÃO BARBOSA PIRES DE PAULA PESSOA";"-3.8055179";"-38.6223638"
"9023550";"UAPS MARIA APARECIDA";NA;NA
"9038140";"UAPS MARIUSA SILVA SOUSA";NA;NA
"9040552";"POLICLÍNICA DR. JOÃO POMPEU LOPES RANDAL";"-3.8277459";"-38.5306821"
"9044515";"UAPS REGINA SEVERINO";NA;NA
"9129553";"UAPS LICINIO NUNES DE MIRANDA";"-3.72759";"-38.6005249"
"9233555";"UAPS MARIA CIRINO SOUZA";NA;NA
"9439579";"CAPS AD MARCUS VINICIUS DE OLIVEIRA SILVA";NA;NA
"9443398";"UAPS JANGURUSSU";"-3.8275901";"-38.5305384"
"9443398";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS JANGURUSSU";"-3.8275901";"-38.5305384"
"9526293";"UPA EDSON QUEIROZ";"-3.7706963";"-38.4742316"
"9574514";"UAPS REGIS JUCA";NA;NA
"9574514";"UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE DE FORTALEZA - UAPS RÉGIS JUCÁ";"-3.7327203";"-38.5270134"
"9686479";"UAPS FAUSTO FREIRE";"-3.835732";"-38.492982"
"9939938";"POLICLÍNICA DR. LUSMAR VERAS RODRIGUES";"-3.7612593";"-38.5726073"
"2562227";"HOSPITAL MATERNIDADE JULIA JORGE";NA;NA
"0473219";"CENTRAL DE ABASTECIMNETO DE GUARAMIRANGA";"-4.2618162";"-38.9330716"
"2333740";"HOSPITAL MUNICIPAL DE GUARAMIRANGA";"-4.2619405";"-38.9317269"
"2333759";"UNIDA BASICA DE SAUDE DA FAMILIA DE PERNAMBUQUINHO";"-4.211209";"-38.948335"
"2723751";"UNIDADE BASICA DE SAUDE DA FAMILIA DA SEDE";"-11.6195843";"-38.8053581"
"5629659";"UNIDADE BASICA DE SAUDE DA FAMILIA LINHA DA SERRA";"-4.2317037";"-38.9891992"
"7381158";"UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS";"-23.2560722";"-47.3128475"
"6549853";"SECRETARIA MUNICIPAL DA SAÚDE";NA;NA
"5018110";"HOSPITAL MUNICIPAL DR. JOSÉ EVANGELISTA DE OLIVEIRA";"-4.3207597";"-40.7128956"
"7569793";"UPA DE ITAPIPOCA / PORTE  II";"-3.4947131";"-39.5803861"
"2327961";"HOSPITAL E MATERNIDADE ADOLFO BEZERRA DE MENESES";NA;NA
"0872784";"UNIDADE BÁSICA DE SAÚDE UBS DA SEDE II";NA;NA
"0882216";"UNIDADE BÁSICA DE SAÚDE UBS DA SEDE III";NA;NA
"2527995";"UNIDADE BÁSICA DE SAÚDE UBS CORREGO DA FORQUILHA";"-2.8993062";"-40.4509652"
"2528002";"UNIDADE BÁSICA DE SAÚDE UBS JERICOACOARA";"-2.7977876";"-40.512239"
"2554623";"HOSPITAL MUNICIPAL DE JIJOCA DE JERICOACOARA";"-2.7973876";"-40.5124031"
"3005712";"UNIDADE BÁSICA DE SAÚDE UBS DA SEDE";NA;NA
"3005720";"UNIDADE BÁSICA DE SAÚDE UBS CHAPADINHA";"-15.6743717";"-48.1515225"
"5982758";"UNIDADE BÁSICA DE SAÚDE UBS MANGUE SECO";"-2.8471749";"-40.5660897"
"5982839";"UNIDADE BÁSICA DE SAÚDE UBS BAIXIO";"-5.90636";"-39.2070386"
"6286585";"CENTRO DE ESPECIALIDADES DE JIJOCA DE JERICOACOARA";"-2.7973876";"-40.5124031"
"7890389";"UNIDADE DE PRONTO ATENDIMENTO UPA DE JERICOACOARA";"-2.7999833";"-40.5112354"
"2562499";"HOSPITAL MATERNIDADE SAO LUCAS";"-22.8613086";"-46.3268531"
"7501366";"UNIDADE DE PRONTO ATENDIMENTO 24 HORAS";"-27.1575081";"-48.5925652"
"2478943";"POSTO DE SAUDE DO SAO NICOLAU";NA;NA
"2478951";"POSTO DE SAUDE DE CAJAZEIRAS";"-11.4307622";"-37.4562888"
"2478978";"CENTRO DE SAUDE DE MADALENA";NA;NA
"2478986";"POSTO DE SAUDE DE MACAOCA";"-4.7623691";"-39.4835262"
"2478994";"HOSP MATERN MAE TOTONHA";NA;NA
"2724804";"POSTO DE SAUDE DE CACIMBA NOVA";NA;NA
"2725746";"POSTO DE SAUDE DE UNIAO";NA;NA
"3944549";"PSF SEDE 2 MARIA AURORA PASSOS MEIRELES";"-4.8549093";"-39.5754286"
"5973198";"UBASF DE PAUS BRANCO";"-4.9003516";"-39.4815519"
"2560828";"HOSPITAL MUNICIPAL E MATERNIDADE SÃO JOSÉ";"-25.5435861";"-49.1969463"
"2333880";"HOSPITAL E MATERNIDADE ANTONINA ADERALDO CASTELO";"-5.7474356";"-39.6315285"
"0263672";"UNIDADE DE PRONTO ATENDIMENTO ISAIAS CASTRO DE ANDRADE";NA;NA
"2479311";"POSTO DE SAUDE DO ALTO DA BOA VISTA DONA ALZIRA";"-22.9726463";"-43.2841586"
"2479338";"POSTO DE SAUDE DE NOVA BETANIA RAIMUNDA BORGES MARTINS";NA;NA
"2479346";"POSTO DE SAUDE DO MAJOR SIMPLICIO MAE TOINHA BORGES";"-4.5817143";"-40.402071"
"2479354";"POSTO DE SAUDE DE SAO PEDRO FRANCISCO FERREIRA DE CARVALHO";NA;NA
"2479362";"CENTRO DE SAUDE DR OSVALDO MARTINS";NA;NA
"2479370";"POSTO DE SAUDE DO CANINDEZINHO MAE GONCALA";"-3.8096909";"-38.6030277"
"2695839";"HOSPITAL MUNICIPAL JOSE GONCALVES ROSA";"-4.7141525";"-40.5617872"
"2695847";"UBS DO SAO FRANCISCO CAZIMIRO JORGE CAMELO";NA;NA
"4094913";"LABORATORIO MUNICIPAL DE ANALISES CLINICAS DE NOVA RUSSAS";"-4.7066511";"-40.5626139"
"5435188";"POSTO DE SAUDE DA ESPACINHA MAE TONHA";"-4.680205";"-40.4869583"
"5723507";"CENTRO DE ESPECIALIDADES DA SAUDE DR FRANCISCO SCARCELA JORG";"-21.3400397";"-47.7366645"
"6221203";"POSTO DE SAUDE DO PANTANAL SEBASTIAO EVANGELISTA TORQUATO";NA;NA
"6317227";"CENTRO DE ATENCAO PSICOSSOCIAL CAPS";NA;NA
"6996191";"EQUIPE SAUDE DA FAMILIA TIMBAUBA";"-7.511157";"-35.3179262"
"7485077";"POSTO DE SAUDE TAMARINDO";"10.2975721";"-85.8411525"
"0053406";"UNIDADE BASICA DE SAUDE CENTRO II";NA;NA
"2499037";"HOSP MATERN LUZIA T DA COSTA";NA;NA
"2610647";"POSTO DE SAUDE DE SAO GERALDO";"-22.2359932";"-42.5497052"
"2651386";"POSTO DE SAUDE DE GUASSUSSE";"6.3347047";"38.9760814"
"2664623";"POSTO DE SAUDE DE PALESTINA";"31.952162";"35.233154"
"2725118";"POSTO DE SAUDE DE IGARO";NA;NA
"2725576";"POSTO DE SAUDE DE SANTAREM";"-2.4406918";"-54.7136192"
"3479889";"POSTO DE SAUDE ISAAC CANDIDO";NA;NA
"3479897";"POSTO DE SAUDE CENTRO";NA;NA
"3573257";"POSTO DE SAUDE SAO JOSE";"-20.1615134";"-44.9031495"
"5138957";"CAPS CENTRO DE ATENCAO PSICOSSOCIAL";NA;NA
"5918162";"VIGILÂNCIA EPIDEMIOLÓGICA";NA;NA
"7130201";"CENTRO DE ESPECIALIDADE
ODONTOLÓGICA";NA;NA
"9341226";"POSTO DE SAUDE MARIA JOSE NUNES";NA;NA
"2527065";"HOSPITAL MUNICIPAL JOÃO MUNIZ";"-7.8266664";"-39.0834919"
"2562138";"HOSPITAL E MATERNIDADE REGIONAL VALE DO CURU";NA;NA
"7372523";"UNIDADE DE PRONTO ATENDIMENTO - UPA DE PENTECOSTE";"-3.7918894";"-39.2708963"
"2564769";"HOSPITAL E CENTRO DE PARTO NORMAL DE PINDORETAMA";"-4.0304585";"-38.3036892"
"7434472";"UPA 24H DE QUIXADA DR ANTONIO MOREIRA MAGALHAES";"-4.947988";"-39.0032791"
"2328380";"HOSPITAL REGIONAL DR. PONTES NETO";"-5.1954883";"-39.3117054"
"7710941";"UPA 24H CONSUELO DE OLIVEIRA DE ALMEIDA";NA;NA
"0540633";"CAPS DE RERIUTABA";"-4.1431403";"-40.5815662"
"0959529";"CENTRO DE ESPECIALIDADES MEDICAS DE RERIUTABA";"-4.1431403";"-40.5815662"
"2479419";"HOSPITAL E MATERNIDADE RITA DO VALE REGO";NA;NA
"2552388";"UBS DE RERIUTABA SEDE II E III";"-4.1427916";"-40.5826046"
"2552396";"UBS DE MUFUMBAL";"-11.7898188";"27.6508183"
"2552426";"UBS DO CAMPO LINDO";NA;NA
"2664321";"UBS DE AMANAIARA LEONTINA VERAS";NA;NA
"2723514";"UBS RIACHO DAS FLORES";"-4.144213";"-40.53213"
"5406110";"UBS VILA NOVA SEDE I";"-4.1387738";"-40.5797413"
"7742320";"UBS MANOEL ZEFERINO DA SILVA";"-4.1320635";"-40.6363325"
"7902123";"UBS ACUDE DO MATO";"-4.1405531";"-40.5936965"
"7947763";"UBS PRIMEIRA VARZEA";"-4.1758597";"-40.6058362"
"9140174";"CENTRO DE REABILITACAO VANESSA MESQUITA MENDES";"-4.1428779";"-40.580395"
"7399626";"UNIDADE DE PRONTO ATENDIMENTO DE RUSSAS";"-4.9424194";"-37.9718357"
"2665190";"HOSPITAL MUNICIPAL DR. BUENO BANHOS";NA;NA
"7389272";"UNIDADE DE PRONTO ATENDIMENTO DE SÃO BENEDITO";"-4.039769";"-40.8635721"
"2611481";"MATERNIDADE E HOSPITAL SANTA ISABEL";NA;NA
"7021437";"UNIDADE DE PRONTO ATENDIMENTO DR. HUGO MENDES PARENTE - UPA";NA;NA
"2610876";"UBS MARRUAS";"-5.9672133";"-39.9004339"
"2610884";"UBS BARRA NOVA";"-4.1011409";"-38.1517017"
"2610892";"UBS CARRAPATEIRAS";"-7.0375953";"-38.3449865"
"2610906";"UBS INHAMUNS";NA;NA
"2610914";"UBS TRICI";"-5.9119753";"-40.4538127"
"2610922";"UBS MARRECAS";"-21.946528";"-41.059139"
"2611430";"UBS VILA JOAQUIM MOREIRA";"-6.1226345";"-40.4590014"
"2611767";"UBS SANTA TEREZA";"-23.6495";"-46.8029335"
"2725568";"UBS SANTANA";NA;NA
"3322068";"UBS BEZERRA E SOUSA";"-6.009623";"-40.2843528"
"3322076";"UBS CENTRO";"-22.7206467";"-47.6427495"
"6710727";"UBS ALTO NELANDIA";"-5.9967519";"-40.2957117"
"7079710";"UBS SANTA LUZIA";"-16.7472553";"-49.2289375"
"7925271";"UBS SANTA TEREZA II";"-7.220642";"-39.320068"
"8014949";"UBS ALTO BRILHANTE";NA;NA
"8014957";"UBS JOSE OSIMO";"43.4859546";"13.4823472"
"8014965";"UBS ALDEOTA";"-5.9898133";"-40.295142"
"8014973";"UBS TAUAZINHO";"-6.0125381";"-40.2946451"
"8014981";"UBS COLIBRIS";"-25.3971405";"-51.5207442"
"2562146";"HOSPITAL MUNICIPAL ROQUE SILVA MOTA";NA;NA
"2479893";"UNIDADE OBSTETRICA DE VARJOTA";"-4.1958609";"-40.4733312"
"2552434";"UNIDADE BASICA DE SAUDE DO CROATA DOS MARTINS";NA;NA
"2552442";"UNIDADE BASICA DE SAUDE DO EMPRESTIMO";NA;NA
"2877767";"CENTRO DE ESPECIALIDADES MEDICAS DE VARJOTA";"-4.1958609";"-40.4733312"
"5386527";"UNIDADE BASICA DE SAUDE DO ARARINHA";"-4.2042102";"-40.4679563"
"6124925";"CENTRO DE FISIOTERAPIA DE VARJOTA";"-4.1958609";"-40.4733312"
"6177417";"UNIDADE BASICA DE SAUDE DA PEDREIRA";"-1.4280196";"-48.4717978"
"6426042";"UNIDADE BASICA DE SAUDE DO CENTRO";NA;NA
"7098170";"UNIDADE BASICA DE SAUDE DA VILA NAIARA";NA;NA
"9195009";"UNIDADE BASICA DE SAUDE DO ACAMPAMENTO";NA;NA
"7419147";"UNIDADE DE PRONTO ATENDIMENTO MONSENHOR RÔMULO NEVES BALESTRERO";NA;NA
"6823351";"HOSPITAL MUNICIPAL DE CASTELO/ES";"-20.6028703";"-41.2020029"
"2446782";"HOSPITAL MATERNIDADE DR.ALUISIO FILGUEIRAS";NA;NA
"9922970";"HOSPITAL SAO GABRIEL";"-23.522856";"-46.5428666"
"2485966";"HOSPITAL MATERNO INFANTIL DRA. MARIA DA GLÓRIA MERÇON VIEIRA CARDOSO";"-20.1932253";"-40.2583484"
"5387582";"UPA 24H CARAPINA FRANCISCA MARIA PIMENTEL";"-20.2282492";"-40.2702097"
"9958762";"UPA 24H CASTELÂNDIA DR. FERNANDO INÁCIO SANTÓRIO";"-18.0884291";"-50.22231"
